class_id,class_name,total_sessions,total_students,dominant_emotion,avg_intensity,avg_tiredness,absence_rate,trend,priority_level,recommended_activities,recommended_duration,last_session
d9f27ad3-bb26-453e-bf22-d33e150e16cb,Class 12X,198,28,EXCITED,0.998,3.9,0.003,stable,HIGH,Hands-on experiments; Interactive presentations; Movement breaks; Brainstorming sessions,15-25 minutes,2025-03-05T03:56:43.614000+00:00
e822bd46-e4f2-4310-95f7-de1ad4a01c24,Class 10G,112,46,HAPPY,1.0,4.51,0.001,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T03:17:59.465000+00:00
6b102557-f6a9-4e67-b6c0-c3fe15e1ea5f,Class 12I,112,37,HAPPY,0.608,3.84,0.002,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-27T03:59:29.758000+00:00
24d9c33b-b0fb-4a0b-83fa-0ece8ccf352b,Class 8L,111,34,HAPPY,0.622,4.42,0.063,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T03:06:22.505000+00:00
dccba97a-2981-490f-8156-3b1844049acb,Class 10S,110,34,HAPPY,0.642,4.19,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T04:08:35.953000+00:00
1c8b3796-90e7-4731-9f14-df735f1da171,Class 1A,110,33,HAPPY,0.554,3.42,0.007,improving,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-03-05T03:29:31.100000+00:00
8ce511b5-e810-480c-bc7d-fa84e84a6580,Class 8M,109,32,HAPPY,0.761,4.43,0.001,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T04:47:28.501000+00:00
03326128-7931-4f4a-a22a-564a2b326dcb,Class 12N,109,34,HAPPY,0.604,3.39,0.074,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-20T05:06:33.140000+00:00
721a2ad0-239a-4199-8c86-4251e2381d82,Class 7Y,109,29,HAPPY,0.502,3.88,0.046,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-12T04:21:25.858000+00:00
85eb62af-55fe-433c-80c2-7534462cb32d,Class 9E,109,38,HAPPY,0.706,4.13,0.0,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T03:03:42.665000+00:00
42a950d8-75e5-4303-9604-6911c80445f8,Class 4F,108,35,EXCITED,1.0,4.9,0.002,stable,HIGH,Hands-on experiments; Interactive presentations; Movement breaks; Brainstorming sessions,5-15 minutes,2025-03-06T03:13:18.963000+00:00
2c2c67aa-fe45-4cb2-bf9a-7aecfe31df37,Class 9P,108,32,HAPPY,0.785,4.53,0.03,improving,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T03:18:54.049000+00:00
48ea7071-6c7d-4eab-b527-bc1b5bd77434,Class 7Z,108,32,EXCITED,0.998,4.64,0.004,stable,HIGH,Hands-on experiments; Interactive presentations; Movement breaks; Brainstorming sessions,5-15 minutes,2025-03-07T02:55:59.361000+00:00
5caa4822-9e29-4a67-9e44-75d8f29df191,Class 12E,108,37,HAPPY,0.676,4.04,0.008,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-25T04:00:01.391000+00:00
6e27b0ac-3853-4590-841c-ded4dbfff9e3,Class 2X,107,36,HAPPY,0.591,3.66,0.005,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-04T03:59:29.158000+00:00
18598790-9570-4f0d-9678-0aeab20c6bce,Class 12W,107,32,HAPPY,0.87,4.81,0.081,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T04:29:42.957000+00:00
0eef8c82-18e2-476a-95f0-d2f36632e528,Class 9W,107,35,HAPPY,1.0,4.59,0.003,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T03:03:24.756000+00:00
774f466f-c890-4e87-ba32-9161c8134081,Class 6P,107,32,HAPPY,1.0,4.31,0.0,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T04:13:42.758000+00:00
b89e9ed4-e112-405d-9a52-c0a2bad72772,Class 1W,105,32,HAPPY,0.781,4.58,0.0,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-06T04:10:29.389000+00:00
015ea2d7-3cb0-493c-853f-1a0aba1b5c9e,Class 3V,105,32,HAPPY,0.861,4.75,0.0,improving,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T03:12:49.729000+00:00
c5ab524e-2b91-43e9-a90d-ae53c95db989,Class 2L,105,34,HAPPY,0.702,3.95,0.008,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-03-07T03:59:30.953000+00:00
3140fcf7-3e62-4847-b1f5-3672feb039bd,Class 4H,104,30,HAPPY,0.613,3.91,0.007,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-26T03:59:30.865000+00:00
a6d9c68d-cf8d-4e58-8828-b97150b0d415,Class 12J,104,32,HAPPY,0.826,4.59,0.0,improving,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T04:30:07.823000+00:00
782db4dc-bbd2-4878-910f-1468cfb42bc8,Class 5Q,104,40,HAPPY,0.821,4.61,0.083,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T03:00:37.433000+00:00
2f96a585-ba4c-4253-b5e3-351703bc26a7,Class 10Q,104,32,HAPPY,0.82,4.68,0.019,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T04:24:03.929000+00:00
db3ce912-24b4-4ef5-8e19-b4b4b67e9f13,Class 12S,103,32,HAPPY,0.498,3.78,0.07,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-06T04:35:32.647000+00:00
461b8866-11d4-4500-b7e0-f7acd385e51e,Class 2B,103,32,HAPPY,0.546,4.17,0.023,improving,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-19T05:03:00.177000+00:00
decbe748-4470-4542-b113-376c00cd2483,Class 12X,102,34,HAPPY,0.997,4.59,0.081,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T02:59:30.137000+00:00
d45987c5-fb9d-4c3f-b2f9-33b8bfd7973c,Class 10K,102,39,HAPPY,0.874,4.54,0.001,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T04:13:15.682000+00:00
5d9cc2a0-2501-44b7-b5f9-34a79d68bf61,Class 6G,101,32,HAPPY,0.704,4.28,0.002,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T04:05:52.534000+00:00
79cca8b6-5326-48ca-9d7e-eaa935eaffbc,Class 10E,101,32,HAPPY,0.796,4.31,0.0,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T04:00:45.881000+00:00
2cde9d03-b1a9-4cf4-afb7-2713a10d66e7,Class 12L,100,34,HAPPY,0.6,4.23,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-18T03:19:54.452000+00:00
57ffe5eb-eeac-4b85-a91f-f87964582029,Class 6B,100,35,HAPPY,0.677,3.93,0.012,improving,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-19T07:46:57.752000+00:00
9e67b111-8b86-4d7f-b539-b07c16c15862,Class 2T,100,32,HAPPY,0.999,4.7,0.041,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T03:11:02.322000+00:00
ae877add-a6ac-4acd-bf66-915d7122e384,Class 7J,100,31,HAPPY,0.751,4.7,0.003,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-06T04:05:45.447000+00:00
74a7b3d1-cc7f-43c3-8545-ccc1bfda607e,Class 8R,100,29,HAPPY,0.904,4.57,0.0,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-06T03:59:30.844000+00:00
49105327-0453-4e3c-978a-d2c625801683,Class 12J,99,32,HAPPY,0.53,3.55,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-07T02:59:29.569000+00:00
5b59862d-51a8-449b-a1c7-afd4cbc71704,Class 7G,99,28,HAPPY,0.375,3.07,0.0,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-09T02:29:32.025000+00:00
c456f68b-b49a-46ad-8d69-b511f66d272e,Class 10Z,98,32,HAPPY,0.583,3.63,0.001,improving,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-04T04:01:12.356000+00:00
1124587c-00fb-4489-8302-a7c3db4b7f2b,Class 8Q,97,30,HAPPY,0.997,4.71,0.028,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T04:10:02.084000+00:00
9e247497-b742-4a3c-9643-1c32d548b421,Class 12Y,97,32,HAPPY,0.659,4.04,0.046,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-19T04:15:07.052000+00:00
aecced96-8dd6-4bc7-9372-12a0f11264a6,Class 1C,95,35,HAPPY,0.481,3.66,0.025,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-14T01:59:30.145000+00:00
3cfb47de-2a49-4437-b11b-b3c494e0b65f,Class 5J,94,29,HAPPY,0.421,3.2,0.003,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-20T03:59:30.096000+00:00
b1810462-8d41-4694-898e-9b584a31794d,Class 5G,93,37,HAPPY,0.597,3.89,0.0,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-01-15T03:29:29.745000+00:00
ef9bea77-fddb-490d-a2d0-e1cb7cf76622,Class 1D,91,35,HAPPY,0.998,4.56,0.007,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T03:05:13.149000+00:00
be53d83e-5572-4e1a-a789-394200759993,Class 8C,89,33,HAPPY,0.713,3.8,0.005,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-18T04:54:13.641000+00:00
8b8343af-06d2-4922-8f66-af0abb8c8d42,Class 3K,89,31,HAPPY,0.875,4.61,0.005,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T04:29:29.641000+00:00
f6111951-4eb1-4da9-b4bb-02eee64ac2c2,Class 4X,89,35,HAPPY,1.0,4.62,0.0,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T04:21:23.451000+00:00
79fc606b-f8f3-4333-b767-5498894ff98d,Class 9G,88,26,HAPPY,0.571,3.72,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-20T04:05:59.478000+00:00
b6e9e5f8-5a4b-4b2c-9e50-515b214a2e34,Class 6L,88,34,HAPPY,0.994,4.51,0.0,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T04:46:26.835000+00:00
a89a614f-56bd-41e6-9c39-64e96fedee1c,Class 10X,88,33,HAPPY,0.521,3.38,0.081,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-07T03:37:29.586000+00:00
043337cd-d81e-4eaf-898f-ae7b10e2d430,Class 12B,88,35,HAPPY,0.857,4.39,0.0,improving,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-05T04:31:38.745000+00:00
16120bdf-8558-4a45-978e-e9a26dc90d06,Class 8L,87,28,HAPPY,1.0,4.22,0.249,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T04:43:54.360000+00:00
2b82403a-eda7-449d-a68a-bd9999bec02c,Class 6N,86,32,HAPPY,0.8,4.65,0.0,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T04:17:15.063000+00:00
8361e50a-54a0-4b3f-89ab-998e658915a6,Class 8M,85,31,EXCITED,1.0,4.64,0.018,stable,HIGH,Hands-on experiments; Interactive presentations; Movement breaks; Brainstorming sessions,5-15 minutes,2025-03-07T04:16:54.738000+00:00
bbd11ce8-3614-442e-b30e-709468dd5301,Class 12F,82,32,HAPPY,0.698,4.28,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-05T04:23:02.264000+00:00
49ea15ec-6d1b-4a41-8501-afac7111e549,Class 6G,81,34,HAPPY,0.661,3.82,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-19T05:26:40.372000+00:00
4a0d0bf7-ace3-4649-8075-ff44d6f7a250,Class 5P,80,34,HAPPY,0.998,4.55,0.027,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T03:14:02.210000+00:00
908274ac-a1ae-42b3-ba07-9835de66dccf,Class 6P,80,36,HAPPY,1.0,4.75,0.078,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T04:14:01.658000+00:00
6c4176ed-7413-4fe1-b3a7-7347577e1bc3,Class 4G,79,35,HAPPY,0.996,4.51,0.02,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T03:55:26.963000+00:00
dbb6ff9e-efd8-41df-b6c3-f64d59c77942,Class 8C,78,33,HAPPY,0.722,4.35,0.038,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-18T10:02:23.659000+00:00
2331946b-2515-4e70-9cdd-6777d1fba817,Class 6X,78,33,HAPPY,0.695,4.09,0.04,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-18T04:51:44.961000+00:00
6595efb9-4adc-40a9-946d-eec32547d2af,Class 9Q,77,33,HAPPY,0.614,3.83,0.061,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-18T04:59:01.911000+00:00
4bc4933c-de2c-4b7e-958c-7ef56768fb23,Class 9K,77,38,HAPPY,0.671,3.91,0.15,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-01-17T06:23:47.679000+00:00
aa1c50e8-eecd-48c0-81ff-d27401ca5a54,Class 1I,77,31,EXCITED,1.0,4.45,0.001,stable,HIGH,Hands-on experiments; Interactive presentations; Movement breaks; Brainstorming sessions,5-15 minutes,2025-03-07T04:13:24.298000+00:00
cd83404e-53da-4a5d-bdc9-401f02aef50f,Class 7K,77,36,HAPPY,0.668,4.51,0.002,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-25T08:39:45.535000+00:00
10dd3763-e8af-48b0-a6b2-4c0e05d8f384,Class 4L,76,33,HAPPY,0.518,3.49,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-11T03:29:33.311000+00:00
3cb7cd68-8049-4eb7-b020-30d1706cc85d,Class 6S,76,27,HAPPY,0.584,3.69,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-01-29T03:59:29.786000+00:00
166d6a19-31bb-48e3-9309-78859552c412,Class 9W,76,38,HAPPY,0.93,4.63,0.0,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T04:13:31.918000+00:00
8e64ae85-5fd4-4179-be28-169c314a2359,Class 1K,75,30,HAPPY,0.999,4.26,0.0,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T04:28:44.608000+00:00
dcaff4a1-e568-4490-b360-2de84c759a68,Class 4Y,75,27,HAPPY,0.476,3.45,0.005,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-11T03:29:33.372000+00:00
06f86f82-3f7b-494f-a8b1-861cd6fd6cd1,Class 4R,74,37,HAPPY,0.409,3.54,0.037,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-17T03:14:35.575000+00:00
01847e96-1a7d-4fca-809a-373c9108810c,Class 7Q,73,32,HAPPY,0.806,4.13,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-26T04:29:31.684000+00:00
e1edabf4-a1ef-4afa-aa1c-04a710f07ff6,Class 8P,73,32,HAPPY,0.6,3.52,0.087,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-18T05:00:57.481000+00:00
2578185a-1ed5-45ee-adb2-8ea8a16c9cb5,Class 6K,73,26,HAPPY,0.444,3.86,0.008,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-05T02:59:32.183000+00:00
e576f060-28d0-4506-8c22-a2b9afcb06ee,Class 7O,72,37,HAPPY,1.0,4.46,0.001,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T04:14:45.541000+00:00
e9f9ce7a-3b34-46ab-9bec-652a8d2569a4,Class 8G,72,33,HAPPY,0.605,4.28,0.028,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-14T03:03:35.822000+00:00
58dfd3b5-d430-4bcf-9b5f-363e901a9590,Class 10V,72,32,HAPPY,0.873,4.53,0.017,improving,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-07T04:56:50.443000+00:00
2f3f2340-0053-4801-95a5-d1945e74201e,Class 3I,71,35,HAPPY,0.629,3.79,0.007,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-18T04:51:28.423000+00:00
42c0e031-d6bc-4211-9156-4b582c6fa740,Class 10X,71,26,HAPPY,1.0,4.15,0.016,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-03-05T04:37:33.808000+00:00
676bf6d2-d3bb-4216-8583-e32a15df415a,Class 4U,70,33,HAPPY,0.611,4.29,0.056,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-17T03:02:05.227000+00:00
22b8e0f1-5562-4b76-92a7-f3f690b682fc,Class 6Q,70,33,HAPPY,0.647,4.2,0.043,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-18T02:26:19.298000+00:00
f89ec02e-9007-401b-b8b4-14e3301dcb50,Class 2J,69,33,HAPPY,0.711,4.43,0.067,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-18T02:56:52.970000+00:00
826b3378-f48c-4936-9409-919c89be2b03,Class 2K,69,33,HAPPY,0.362,3.32,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-11-13T03:59:32.437000+00:00
fe8e3f4b-3537-4aa2-a021-936a10710be4,Class 3V,69,30,HAPPY,0.416,3.93,0.0,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-11-13T02:59:32.602000+00:00
e9efcb65-ded9-4bfd-96b3-b11551b11a8c,Class 7G,69,33,HAPPY,0.582,3.93,0.073,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-19T05:03:08.176000+00:00
126298ef-9347-4a28-91fa-16dc37e1b831,Class 7T,69,26,HAPPY,0.532,2.97,0.001,improving,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-11-12T04:11:43.418000+00:00
3d110e80-a33d-4672-856d-af7c5779e500,Class 12E,68,32,HAPPY,0.659,4.38,0.081,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-18T03:14:16.123000+00:00
e881562b-d59e-42f7-9a2d-bd851581d8b6,Class 9L,68,33,HAPPY,0.573,4.24,0.039,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-20T05:25:59.309000+00:00
8a804ebc-f31d-4eac-a50d-16a4c4b757d6,Class 11B,68,33,HAPPY,0.649,4.1,0.086,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-18T07:27:28.746000+00:00
512c0d6a-a8db-45bc-adb8-073e39f39316,Class 5Y,67,33,HAPPY,0.687,3.99,0.073,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-18T03:23:48.355000+00:00
8db54f81-657e-499b-b862-cc4d7c1ccc2d,Class 7Y,67,34,HAPPY,0.383,3.34,0.058,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-18T03:20:22.443000+00:00
3ee39f2e-59db-4534-9b59-4f7bf40b87bd,Class 3U,67,33,HAPPY,0.696,4.2,0.045,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-18T09:35:44.935000+00:00
2fd71a7b-371f-4eed-bb2f-e95bc0c2cbef,Class 6T,67,32,HAPPY,0.649,4.2,0.048,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-18T05:02:53.766000+00:00
08b38d40-adc2-43e2-8a34-f18de7ea003a,Class 6B,67,33,HAPPY,0.692,3.93,0.06,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-20T11:03:49.354000+00:00
d4dfc2af-0a84-46c0-9166-f4917289826e,Class 7Q,67,32,HAPPY,0.599,3.87,0.01,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-20T05:15:06.358000+00:00
d2d27614-5827-4fdd-9129-0012c493f4b8,Class 2H,67,33,HAPPY,0.593,4.12,0.072,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-20T02:53:51.049000+00:00
8361b8cb-7f59-404e-85b5-4791381c30ca,Class 8I,66,32,HAPPY,0.662,4.2,0.039,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-20T09:54:08.150000+00:00
a2cfabe0-cbfc-4444-8655-8c0cbe46b327,Class 8W,66,33,HAPPY,0.596,3.8,0.042,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-18T05:04:04.232000+00:00
f5f25ff2-77e7-4dbf-be63-d2d053f0c1a3,Class 6S,66,34,HAPPY,0.723,4.44,0.043,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-20T05:19:04.375000+00:00
e30ed20b-edbc-4541-b6e7-858ce6baf59e,Class 1R,66,33,HAPPY,0.522,3.9,0.036,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-18T03:11:15.214000+00:00
1aa6aa1b-f790-4782-a1d0-8959d43978f2,Class 7X,66,32,HAPPY,0.741,4.06,0.045,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-18T10:32:36.024000+00:00
a5d0fbad-90dc-4b5a-89a7-94168bf87e96,Class 2Z,66,34,HAPPY,1.0,3.54,0.078,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-18T03:10:04.997000+00:00
fb6e5da7-2f88-4077-82c1-681b19e1ef9b,Class 3M,66,28,HAPPY,0.437,3.61,0.0,improving,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2024-12-11T03:52:57.270000+00:00
dcb6b93b-a108-4d89-b986-35ab300f3a59,Class 1G,65,33,HAPPY,0.843,4.54,0.047,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-18T05:08:34.048000+00:00
6f096a59-024a-4d69-85cf-ddc29d6b7339,Class 2Z,65,33,HAPPY,0.563,4.17,0.096,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-18T03:19:45.281000+00:00
39f9d101-adf0-4ec4-b1a0-ad2d0c62d0b1,Class 4D,65,33,HAPPY,0.877,4.26,0.027,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-18T09:52:40.459000+00:00
be0e4492-7811-4157-b58a-9e24715b3a01,Class 6W,65,33,HAPPY,0.528,3.83,0.047,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-18T03:09:16.389000+00:00
48e557a1-8f75-4e26-b1c0-2ffe631808c9,Class 10R,65,31,HAPPY,0.526,3.34,0.098,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-20T03:10:28.044000+00:00
b111852b-62fd-487a-a9dc-c8f1cbb53c93,Class 7N,65,32,HAPPY,0.661,3.82,0.008,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-18T06:57:30.132000+00:00
50f06a49-e943-40d0-a47d-0e30cea6058b,Class 10S,64,31,HAPPY,0.726,3.72,0.045,stable,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-18T06:42:56.248000+00:00
f7df1b8f-8565-4c5d-b49f-cc3f24eb13b6,Class 1H,64,34,HAPPY,0.603,4.32,0.1,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-17T03:10:35.511000+00:00
80fd7b59-bdc4-4ccc-b3a9-c8c18b4d9f45,Class 12Q,64,32,HAPPY,0.685,4.09,0.062,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-20T03:10:20.690000+00:00
e970f862-82cd-4b81-a0e7-974e8ed4c1f7,Class 8F,64,33,HAPPY,0.643,4.23,0.049,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-20T05:08:04.099000+00:00
5fc97436-66b8-4a41-9247-3e2426e98abd,Class 11V,63,32,HAPPY,0.546,3.82,0.062,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-18T03:20:32.749000+00:00
03b1be81-7d06-4331-9f82-0b1fbb16ff1f,Class 7J,63,33,HAPPY,0.439,3.48,0.058,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-19T03:20:01.613000+00:00
903fb8c2-cc40-482b-ae1b-6f7bbd6d349e,Class 1Q,63,33,HAPPY,0.518,2.84,0.028,improving,MEDIUM,Group discussion; Creative projects; Peer teaching; Team building games,20-30 minutes,2025-02-20T03:14:24.843000+00:00
d8cda8fe-f4ac-497e-872f-b1fcfc938ac7,Class 3C,63,32,HAPPY,0.58,4.22,0.057,stable,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-18T03:37:00.953000+00:00
f5a7388c-8a1c-402e-b330-b0a8a1ca3ea0,Class 9P,63,33,HAPPY,0.678,4.14,0.037,declining,HIGH,Group discussion; Creative projects; Peer teaching; Team building games,5-15 minutes,2025-02-20T05:07:33.899000+00:00
